timestamp,threshold,attention,score,spaceship_position,spaceship_velocity
2021-04-12 14:54:33,534,70,47,0,-27.9375,-3.38
2021-04-12 14:54:33,552,70,47,0,-27.9375,-3.38
2021-04-12 14:54:33,569,70,47,0,-27.9375,-3.32
2021-04-12 14:54:33,591,70,47,0,-27.9375,-3.62
2021-04-12 14:54:33,610,70,47,0,-27.9375,-3.44
2021-04-12 14:54:33,628,70,47,0,-27.9375,-3.32
2021-04-12 14:54:33,650,70,47,0,-27.9375,-3.62
2021-04-12 14:54:33,667,70,47,0,-27.9375,-3.32
2021-04-12 14:54:33,684,70,47,0,-27.9375,-3.38
2021-04-12 14:54:33,722,70,47,0,-27.9375,-4.46
2021-04-12 14:54:33,753,70,47,0,-27.9375,-4.16
2021-04-12 14:54:33,784,70,48,0,-27.9375,-4.0600000000000005
2021-04-12 14:54:33,814,70,48,0,-27.9375,-4.0
2021-04-12 14:54:33,840,70,48,0,-27.9375,-3.8800000000000003
2021-04-12 14:54:33,857,70,48,0,-27.9375,-3.22
2021-04-12 14:54:33,876,70,48,0,-27.9375,-3.3400000000000003
2021-04-12 14:54:33,896,70,48,0,-27.9375,-3.4000000000000004
2021-04-12 14:54:33,914,70,48,0,-27.9375,-3.2800000000000002
2021-04-12 14:54:33,933,70,48,0,-27.9375,-3.3400000000000003
2021-04-12 14:54:33,953,70,48,0,-27.9375,-3.3400000000000003
2021-04-12 14:54:33,970,70,48,0,-27.9375,-3.22
2021-04-12 14:54:33,989,70,48,0,-27.9375,-3.3400000000000003
2021-04-12 14:54:34,008,70,48,0,-27.9375,-3.3400000000000003
2021-04-12 14:54:34,024,70,48,0,-27.9375,-3.22
2021-04-12 14:54:34,046,70,48,0,-27.9375,-3.46
2021-04-12 14:54:34,066,70,48,0,-27.9375,-3.46
2021-04-12 14:54:34,083,70,48,0,-27.9375,-3.22
2021-04-12 14:54:34,102,70,48,0,-27.9375,-3.3400000000000003
2021-04-12 14:54:34,121,70,48,0,-27.9375,-3.3400000000000003
2021-04-12 14:54:34,138,70,48,0,-27.9375,-3.22
2021-04-12 14:54:34,156,70,48,0,-27.9375,-3.22
2021-04-12 14:54:34,180,70,48,0,-27.9375,-3.64
2021-04-12 14:54:34,199,70,48,0,-27.9375,-3.4000000000000004
2021-04-12 14:54:34,222,70,48,0,-27.9375,-3.58
2021-04-12 14:54:34,241,70,48,0,-27.9375,-3.3400000000000003
2021-04-12 14:54:34,262,70,48,0,-27.9375,-3.46
2021-04-12 14:54:34,284,70,48,0,-27.9375,-3.5200000000000005
2021-04-12 14:54:34,304,70,48,0,-27.9375,-3.4000000000000004
2021-04-12 14:54:34,323,70,48,0,-27.9375,-3.3400000000000003
2021-04-12 14:54:34,342,70,48,0,-27.9375,-3.3400000000000003
2021-04-12 14:54:34,363,70,48,0,-27.9375,-3.5200000000000005
2021-04-12 14:54:34,380,70,48,0,-27.9375,-3.22
2021-04-12 14:54:34,403,70,48,0,-27.9375,-3.5200000000000005
2021-04-12 14:54:34,424,70,48,0,-27.9375,-3.5200000000000005
2021-04-12 14:54:34,442,70,48,0,-27.9375,-3.16
2021-04-12 14:54:34,460,70,48,0,-27.9375,-3.2800000000000002
